id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-type,number,pages,publisher,publtype,sub,sup,title,title-bibtex,tt,url,volume,year
293,Christoph Meinel|Wei Zhou 0006,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI03-03,2017-12-07,,,,,,,informal,,,Implement Role-Based Access Control with Attribute Certificates,,,,03-03,2003.0
294,Richard Rödler,,,,,,,,,,,http://www.mathematik.uni-trier.de/preprints/About/FoMaInf_11.html,archive,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-11,2019-05-27,,,,,,,informal,,,Convergence of Time-Continous Disturbed Martingales and Financial Market Modelling,,,,99-11,1999.0
295,Dieter Baum,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI94-14,2017-06-08,,,,,,,informal,,,Approximate Analysis of Multi-Queue Stations with 1-Limited Service,,,,94-14,1994.0
296,Anna Bernasconi 0001|Carsten Damm|Igor E. Shparlinski,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-21,2017-09-23,,,,,,,informal,,,Circuit and Decision Tree Complexity of Some Number Theoretic Problems,,,,98-21,1998.0
297,Le Dung Muu|Nguyen V. Thoai|Reiner Horst,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-04,2020-05-06,,,,,,,informal,,,A Decomposition Algorithm for Optimization over Efficient Sets,,,,97-04,1997.0
298,Christoph W. Keßler,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-12,2017-06-08,,,,,,,informal,,,Scheduling Expression DAGs for Minimal Register Need,,,,96-12,1996.0
299,Kasyap Natarajan,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-27,2017-06-08,,,,,,,informal,k|k,X,On the Queue-Length-Distributions of the E,,,,92-27,1992.0
300,Hubertus Th. Jongen|Oliver Stein,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-06,2017-06-08,,,,,,,informal,,,On Generic One-Parametric Semi-Infinite Optimization,,,,95-06,1995.0
301,Le Dung Muu|M. Nast|Reiner Horst,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-11,2020-05-06,,,,,,,informal,,,A Branch-and-Bound Decomposition Approach for Solving Quasiconvex-Concave Programs,,,,93-11,1993.0
302,Lothar Breuer,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-19,2017-06-08,,,,,,,informal,,,"Approximating Semi-Markov Processes by MAPs, with an Application on Queueing Theory",,,,02-19,2002.0
303,Manfred Laumen,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-15,2017-06-08,,,,,,,informal,,,Newton's Method for a Class of Optimal Shape Design Problems,,,,96-15,1996.0
304,Daniel Görgen|Hannes Frey|Johannes K. Lehnert|Peter Sturm 0001,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI04-01,2018-07-11,,,,,,,informal,,,A Generic Background Dissemination Service for Mobile Ad-Hoc Networks,,,,04-01,2004.0
305,Klaus Jansen,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-41,2017-06-08,,,,,,,informal,,,Complexity Results for the Optimum Cost Chromatic Partition Problem,,,,96-41,1996.0
306,Patrick Reuther,,,,,,,,,,,http://dbis.uni-trier.de/Mitarbeiter/reuther_files/private/paper/fb-06-01.pdf,archive,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI06-01,2019-05-27,,,,,,,informal,,,Personal Name Matching: New Test Collections and a Social Network based Approach.,,,,06-01,2006.0
307,Nguyen V. Thoai|Reiner Horst,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-03,2017-06-08,,,,,,,informal,,,Utility Function Programs and Optimization over the Efficient Set in Multiple Objective Decision Making,,,,96-03,1996.0
308,E. Levitin,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-35,2017-06-08,,,,,,,informal,,,On Local Convex Majorizing Approximations of Generalized Semi-Infinite Programming Problems,,,,96-35,1996.0
309,Jürgen Huschens,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-20,2017-06-08,,,,,,,informal,,,Structured Quasi-Newton Methods for Optimization Problems in Hilbert Space,,,,92-20,1992.0
310,Marco Fahl,,,,,,,,,,,http://www.mathematik.uni-trier.de/preprints/About/FoMaInf_13.html,archive,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-13,2019-05-27,,,,,,,informal,,,Computation of PODs for Fluid Flows with Lanczos Methods,,,,99-13,1999.0
311,Andreas Neumann 0001,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-05,2017-06-08,,,,,,,informal,,,Unambiguity of SMGL Content Models - Pushdown Automata Revisited,,,,97-05,1997.0
312,Nguyen V. Thoai,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI94-09,2017-06-08,,,,,,,informal,,,Global Optimization Techniques for Solving the General Quadratic Integer Programming Problem,,,,94-09,1994.0
313,Christoph Meinel|Randal E. Bryant,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-20,2017-06-08,,,,,,,informal,,,Ordered Binary Decision Diagrams in Electronic Design Automation,,,,02-20,2002.0
314,Subhendu Bikash Hazra|Volker Schulz 0001,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-23,2020-08-21,,,,,,,informal,,,Simultaneous Pseudo-Timestepping for PDE-model Based Optimization Problems,,,,02-23,2002.0
315,Christoph Meinel|Elena Dubrova|Harald Sack,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-27,2017-06-08,,,,,,,informal,,,Mod-p Decision Diagrams: A Data Structure for Multiple-Valued Functions.,,,,99-27,1999.0
316,Horst Schmitt,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-05,2017-06-08,,,,,,,informal,,,On the Numerical Simulation of Bingham Fluid Flows Using Prox-Regularization,,,,98-05,1998.0
317,Dieter Baum,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-04,2017-06-08,,,,,,,informal,,,Zur strukturellen Stabilität von Kommunikationssystemen - Eine kurze Einführung in die Grundlagen,,,,95-04,1995.0
318,Christian Stangier|Christoph Meinel,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-23,2017-06-08,,,,,,,informal,,,Increasing Efficiency of Symbolic Model Checking by Accelerating Dynamic Variable Reordering,,,,98-23,1998.0
319,Dieter Baum,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-03,2017-06-08,,,,,,,informal,,,Customer Motion in Queueing Models: The Use of Tangent Vector Fields,,,,01-03,2001.0
320,Peter Gritzmann|Victor Klee,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-14,2017-06-08,,,,,,,informal,,,External Tangents and Closedness of Cone + Subspace,,,,93-14,1993.0
321,Anna Slobodová|Christoph Meinel|Peter Willems,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-27,2017-06-08,,,,,,,informal,,,Block-Restricted Reordering - Extended Experiments,,,,97-27,1997.0
322,Dieter Baum|Igor N. Kovalenko,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-13,2017-06-08,,,,,,,informal,,,On Graph Models for Communicating Mobiles in Access Areas,,,,01-13,2001.0
323,Dieter Prangenberg|Peter Gritzmann|R. J. Gardner,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-24,2017-06-08,,,,,,,informal,,,On the Reconstruction of Binary Images from Their Discrete Radon Transforms,,,,96-24,1996.0
324,Peter Gritzmann|Victor Klee,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-18,2017-06-08,,,,,,,informal,,,On the Complexity of some Basic Problems in Computational Convexity: 1. Containment Problems,,,,93-18,1993.0
325,M. Nast|Reiner Horst,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-01,2017-06-08,,,,,,,informal,,,Linearly Constrained Global Minimization of Functions with Concave Minorants,,,,96-01,1996.0
326,János Sztrik|Oliver Möller,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-06,2017-06-08,,,,,,,informal,,,Stochastic Simulation of Markov Modulated Finite-Source Queues,,,,99-06,1999.0
327,Ulrich Hertrampf,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-16,2017-06-08,,,,,,,informal,,,Complexity Classes with Finite Acceptance Types,,,,93-16,1993.0
328,Arno Wagner|Christoph Meinel|Harald Sack,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-09,2017-06-08,,,,,,,informal,,,WWW.BDD-PORTAL.ORG: An Experimentation Platform for Binary Decision Diagram Algorithms,,,,01-09,2001.0
329,Lothar Breuer,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-10,2017-06-08,,,,,,,informal,,,Neue Ergebnisse für BMAPs und räumliche Warteschlangen,,,,98-10,1998.0
330,Richard Rödler,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-16,2017-06-08,,,,,,,informal,,,Stochastic Modeling of Server Capacity Utilization by Geometric Sums,,,,98-16,1998.0
331,Christoph Meinel|Volker Schillings,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI03-04,2017-06-08,,,,,,,informal,,,tele-TASK - Teleteaching praxistauglich für den Universitätsalltag,,,,03-04,2003.0
332,Peter Gritzmann|Thomas Burger|Victor Klee,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-14,2017-06-08,,,,,,,informal,,,Polytope Projection and Projection Polytopes,,,,95-14,1995.0
333,Alexander Kaplan|Rainer Tichatschke,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-18,2017-06-08,,,,,,,informal,,,Proximal Methods in View of Interior-Point-Strategies,,,,95-18,1995.0
334,Anna Slobodová|Christoph Meinel|Jochen Bern,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI94-03,2017-06-08,,,,,,,informal,,,Some Heuristics for Generating Tree-like FBDD Types,,,,94-03,1994.0
335,Christian Fecht|Helmut Seidl,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-13,2017-06-08,,,,,,,informal,,,Propagating Differences: An Efficient New Fixpoint Algorithm for Distributive Constraint Systems,,,,97-13,1997.0
336,Ekkehard W. Sachs|Heidi Jäger,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-20,2017-06-08,,,,,,,informal,,,Global Convergence of Inexact Reduced SQP Methods,,,,95-20,1995.0
337,Klaus Jansen|Thomas Erlebach,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-19,2017-06-08,,,,,,,informal,,,Scheduling of Virtual Connections in Fast Networks,,,,96-19,1996.0
338,Friedemann Leibfritz,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-02,2017-06-08,,,,,,,informal,2|infinity,,A LMI-Based Algorithm for Designing Suboptimal Static H,,,,99-02,1999.0
339,Peter Gritzmann|R. J. Gardner,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-13,2017-06-08,,,,,,,informal,,,Discrete Tomography: Determination of Finite Sets by X-Rays,,,,95-13,1995.0
340,Lothar Breuer,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI00-07,2017-06-08,,,,,,,informal,,,On Markov-Additive Jump Processes,,,,00-07,2000.0
341,Klaus Lux|Markus Wiegelmann,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-30,2017-06-08,,,,,,,informal,,,Determination of Socle Series using the Condensation Method,,,,96-30,1996.0
342,Bernd Sturmfels|Peter Gritzmann,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-06,2017-06-08,,,,,,,informal,,,Minkowski Addition of Polytopes: Computational Complexity and Applications to Gröbner Bases,,,,92-06,1992.0
343,Flemming Nielson|Helmut Seidl,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-12,2017-06-08,,,,,,,informal,,,Succinct Solvers,,,,01-12,2001.0
344,Alexander Kaplan|Rainer Tichatschke,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-20,2017-06-08,,,,,,,informal,,,Interior Proximal Method for Variational Inequalities: Case of Non-paramonotone Operators,,,,01-20,2001.0
345,Klaus Jansen|Thomas Erlebach,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-03,2017-06-08,,,,,,,informal,,,An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks,,,,97-03,1997.0
346,Dieter Baum|Gurami Tsitsiashvili,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-19,2017-06-08,,,,,,,informal,,,On Product Connection Theorems for Markov Chains,,,,01-19,2001.0
347,Arno Wagner|Christoph Meinel,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-27,2017-06-08,,,,,,,informal,,,The WWW meets EDA: Usability evaluation of OBDD-heuristics via the Internet,,,,98-27,1998.0
348,Nguyen V. Thoai|Reiner Horst,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-23,2017-06-08,,,,,,,informal,,,A Decomposition Approach for the Global Minimization of Biconcave Functions over Polytopes,,,,93-23,1993.0
349,Patrick Justen,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-19,2017-06-08,,,,,,,informal,,,Optimal Control of Thermally Coupled Navier-Stokes Equations in Food Industry,,,,98-19,1998.0
350,Anna Slobodová|Christoph Meinel|Klaus Schwettmann,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-24,2017-06-08,,,,,,,informal,,,Application Driven Variable Reordering and an Example in Reachability Analysis,,,,98-24,1998.0
351,Reiner Horst|Ulrich Raber,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-39,2017-06-08,,,,,,,informal,,,Convergent Outer Approximation Algorithms for Solving Unary Problems,,,,96-39,1996.0
352,Christoph Meinel|Fabio Somenzi|Thorsten Theobald,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-42,2017-06-08,,,,,,,informal,,,Linear Sifting of Decision Diagrams,,,,96-42,1996.0
353,E. Levitin|Rainer Tichatschke,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-34,2017-06-08,,,,,,,informal,,,A Branch and Bound Approach for Solving a Class of Generalized Semi-Infinite Programming Problems,,,,96-34,1996.0
354,Klaus Jansen,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-01,2017-06-08,,,,,,,informal,,,Approximation Results for the Optimum Cost Chromatic Partition Problem,,,,97-01,1997.0
355,Abdelouahed Hamdi,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-32,2017-06-08,,,,,,,informal,,,Convergence Results on Proximal Method of Multipliers in Nonconvex Programming,,,,98-32,1998.0
356,Carsten Damm,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-20,2017-06-08,,,,,,,informal,,,On the Complexity of Tensor Formulae,,,,99-20,1999.0
357,Attahiru Sule Alfa|Lothar Breuer,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-07,2017-06-08,,,,,,,informal,,,An EM Algorithm for Platoon Arrival Processes in Discrete Time,,,,02-07,2002.0
358,Matthias Heinkenschloss,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-16,2017-06-08,,,,,,,informal,,,On the Solution of a Two Ball Trust Region Subproblem,,,,92-16,1992.0
359,Jürgen Huschens,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-22,2017-06-08,,,,,,,informal,,,On Multiplicative Structure in Quasi-Newton Methods for Nonlinear Equations,,,,92-22,1992.0
360,Christoph Meinel|Thorsten Theobald,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-04,2017-06-08,,,,,,,informal,,,State Encodings and OBDD-Sizes,,,,96-04,1996.0
361,Harald Luschgy|Siegfried Graf,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-05,2017-06-08,,,,,,,informal,,,Functional Quantization and Small Ball Probabilities for Gaussian Processes,,,,02-05,2002.0
362,Jens Hofmann 0001|Kasyap Natarajan|Norbert Th. Müller,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-46,2019-04-12,,,,,,,informal,,,Parallel versus Sequential Task-Processing: A New Performance Model in Discrete Time,,,,96-46,1996.0
363,Kasyap Natarajan,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-10,2017-06-08,,,,,,,informal,,,On the G/GE/1 Queue,,,,93-10,1993.0
364,Hubertus Th. Jongen|Jan-J. Rückmann|Oliver Stein,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-24,2017-06-08,,,,,,,informal,,,Generalized Semi-Infinite Optimization: A First Order Optimality Condition and Examples,,,,95-24,1995.0
365,Horst Schmitt,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-20,2017-06-08,,,,,,,informal,,,On a Weak Norm Based Prox-Regularization Method,,,,97-20,1997.0
366,Klaus Jansen,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-14,2017-06-08,,,,,,,informal,,,One Strike Against the Min-Max Degree Triangulation Problem,,,,92-14,1992.0
367,Christoph Meinel|Volker Klotz,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI04-05,2017-06-08,,,,,,,informal,,,10 Jahre ECCC - Eine Digitale Bibliothek in weltweiter Benutzung,,,,04-05,2004.0
368,Andreas Neumann 0001|Helmut Seidl,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-08,2017-06-08,,,,,,,informal,,,Locating Matches of Tree Patterns in Forests,,,,98-08,1998.0
369,Richard Rödler,,,,,,,,,,,http://www.mathematik.uni-trier.de/preprints/About/FoMaInf_05.html,archive,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-05,2019-05-27,,,,,,,informal,,,Convergence of Generalized Supermartingales with Continous Parameter,,,,99-05,1999.0
370,Alexander Kaplan|Rainer Tichatschke,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-09,2017-06-08,,,,,,,informal,,,Proximal Interior Point Approach for Solving Convex Semi-infinite Programming Problems,,,,98-09,1998.0
371,Carsten Damm,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-21,2017-06-08,,,,,,,informal,,,A Note on Spectral Lower Bound Arguments for Decision Trees,,,,97-21,1997.0
372,Dimitri Efrosinin|Lothar Breuer|Vladimir Rykov,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-15,2017-06-08,,,,,,,informal,,,Optimal Allocation of Jobs between Heterogeneous Servers in the Retrial MAP/PH/K Queue,,,,02-15,2002.0
373,Gerhard J. Woeginger|Hans L. Bodlaender|Klaus Jansen,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-09,2017-06-08,,,,,,,informal,,,Scheduling with Incompatible Jobs,,,,92-09,1992.0
374,Jens Hofmann 0001,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-22,2019-04-12,,,,,,,informal,,,The BMAP/G/1 Queue with Level Dependent Arrivals and its Stationary Distribution,,,,97-22,1997.0
375,Michael Ruvimovich Davidson,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-17,2019-08-20,,,,,,,informal,,,Stochastic Constraint Aggregation Method for Convex Semi-Infinite Problems,,,,97-17,1997.0
376,Ekkehard W. Sachs|El-Sayed M. E. Mostafa,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI00-02,2017-06-08,,,,,,,informal,,,A Lagrangian Method for Solving the Optimal Output Feedback Design Problem,,,,00-02,2000.0
377,Christoph Meinel|Stephan Waack,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-04,2017-06-08,,,,,,,informal,,,Upper and Lower Bounds for Certain Graph-Accessability-Problems on Bounded Alternating (omega)-Branching Programs,,,,92-04,1992.0
378,Anna Slobodová|Christoph Meinel|Jochen Bern,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI94-16,2017-06-08,,,,,,,informal,,,Efficient OBDD-Based Boolean Manipulation in CAD Beyond Current Limits,,,,94-16,1994.0
379,H. Class|R. Helmig|Subhendu Bikash Hazra|Volker Schulz 0001,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-13,2020-08-21,,,,,,,informal,,,Forward and Inverse Problems in Modeling of Multiphase Flow and Transport Through Heterogeneos Porous Media,,,,02-13,2002.0
380,Richard Rödler,,,,,,,,,,,http://www.mathematik.uni-trier.de/preprints/About/FoMaInf_01.html,archive,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-09,2019-05-27,,,,,,,informal,1,,On the Rareness of Disturbed Martingales in the Class of all Uniformly L,,,,99-09,1999.0
381,János Sztrik|Oliver Möller,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-07,2017-06-08,,,,,,,informal,,,A Tool for Simulation of Markov Modulated Finite-Source Queueing Systems,,,,99-07,1999.0
382,Carsten Damm|Katja Lenz,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-05,2017-06-08,,,,,,,informal,,0,Symmetric Functions in AC,,,,93-05,1993.0
383,Alexander Hufnagel|Peter Gritzmann,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-15,2017-06-08,,,,,,,informal,,,On the Algorithmic Complexity of Minkowski's Reconstruction Theorem,,,,95-15,1995.0
384,Christoph W. Keßler|Helmut Seidl,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-05,2017-06-08,,,,,,,informal,,,Integrating Synchronous and Asynchronous Paradigms: The Fork95 Parallel Programming Language,,,,95-05,1995.0
385,Christoph Meinel|Harald Sack,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-19,2017-06-08,,,,,,,informal,,,Algorithmic Considerations for +-OBDD Reordering.,,,,99-19,1999.0
386,Helmut Seidl,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-18,2017-06-08,,,,,,,informal,2,,Model-Checking for L,,,,97-18,1997.0
387,Alexander Kaplan|Rainer Tichatschke,,,,,,,,,,,http://www.mathematik.uni-trier.de/preprints/About/FoMaInf_1999_14.html,archive,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-14,2019-05-27,,,,,,,informal,,,Auxiliary Problem Principle and Proximal Point Methods,,,,99-14,1999.0
388,David G. Larman|Peter Gritzmann|Victor Klee,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI94-01,2017-06-08,,,,,,,informal,,,Largest j-Simplices in n-Polytopes,,,,94-01,1994.0
389,Gerhard J. Woeginger|Klaus Jansen,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-25,2017-06-08,,,,,,,informal,,,The Complexity of Detecting Crossingfree Configurations in the Plane,,,,92-25,1992.0
390,Dieter Baum,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-31,2017-06-08,,,,,,,informal,,,The Infinite Server Queue with Markov Additive Arrivals in Space,,,,98-31,1998.0
391,Alexander Kaplan|Rainer Tichatschke,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-22,2017-06-08,,,,,,,informal,,,Weak Error Tolerance Criterion in Generalized Proximal Methods,,,,02-22,2002.0
392,Christian Stangier|Christoph Meinel,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-16,2017-06-08,,,,,,,informal,,,Modular Partitioning for Improvement of Image Computation,,,,01-16,2001.0
393,Klaus Jansen,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-03,2017-06-08,,,,,,,informal,,,A Rainbow about T-Colorings for Complete Graphs,,,,93-03,1993.0
394,D. Kleis|Ekkehard W. Sachs,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-19,2017-06-08,,,,,,,informal,,,Convergence Rate of the Augmented Lagrangian SQP Method,,,,95-19,1995.0
395,Christoph W. Keßler,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI94-18,2017-06-08,,,,,,,informal,,,Integrating Scalable Parallel Libraries and Automatically Parallelizing Compilers,,,,94-18,1994.0
396,Klaus Jansen|Petra Scheffler,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI92-08,2017-06-08,,,,,,,informal,,,Generalized Coloring for Tree-like Graphs,,,,92-08,1992.0
