id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-type,number,pages,publisher,publtype,sub,sup,title,title-bibtex,tt,url,volume,year
31074,Kotaro Suzumura|Yongsheng Xu,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00088-7,,,J. Econ. Theory,journals/jet/SuzumuraX03,2020-02-24,,,,2,293-304,,,,,"Consequences, opportunities, and generalized consequentialism and non-consequentialism.",,,db/journals/jet/jet111.html#SuzumuraX03,111,2003.0
31075,Fausto Gozzi|Giorgio Fabbri,,0000-0003-3316-8929,,,,,,,,,https://doi.org/10.1016/j.jet.2008.03.008,,,J. Econ. Theory,journals/jet/FabbriG08,2020-02-24,,,,1,331-373,,,,,Solving optimal growth models with vintage capital: The dynamic programming approach.,,,db/journals/jet/jet143.html#FabbriG08,143,2008.0
31076,Elmar Hillebrand|Marten Hillebrand,,,,,,,,,,,https://doi.org/10.1016/j.jet.2018.11.001,,,J. Econ. Theory,journals/jet/HillebrandH19,2020-02-24,,,,,200-239,,,,,Optimal climate policies in a dynamic multi-country equilibrium model.,,,db/journals/jet/jet179.html#HillebrandH19,179,2019.0
31077,Mattias Polborn|Stefan Krasa,,,,,,,,,,,https://doi.org/10.1016/j.jet.2009.11.005,,,J. Econ. Theory,journals/jet/KrasaP10,2020-02-24,,,,2,661-688,,,,,The binary policy model.,,,db/journals/jet/jet145.html#KrasaP10,145,2010.0
31078,Takeshi Momi,,,,,,,,,,,https://doi.org/10.1016/j.jet.2009.03.003,,,J. Econ. Theory,journals/jet/Momi09,2020-02-24,,,,4,1832-1843,,,,,Excess demand functions when new assets are introduced.,,,db/journals/jet/jet144.html#Momi09,144,2009.0
31079,Ashish Sachdeva|Isabelle Brocas|Juan D. Carrillo,,0000-0001-8616-1259,,,,,,,,,https://doi.org/10.1016/j.jet.2018.09.011,,,J. Econ. Theory,journals/jet/BrocasCS18,2020-02-24,,,,,246-274,,,,,The path to equilibrium in sequential and simultaneous games: A mousetracking study.,,,db/journals/jet/jet178.html#BrocasCS18,178,2018.0
31080,Hector M. Ramos|Jorge Ollero|Miguel A. Sordo,,0000-0001-9268-462X|0000-0003-1383-9051,,,,,,,,,https://doi.org/10.1006/jeth.1999.2606,,,J. Econ. Theory,journals/jet/RamosOS00,2020-02-24,,,,2,286-292,,,,,A Sufficient Condition for Generalized Lorenz Order.,,,db/journals/jet/jet90.html#RamosOS00,90,2000.0
31081,Frédéric Koessler,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00036-X,,,J. Econ. Theory,journals/jet/Koessler03,2020-02-24,,,,2,393-399,,,,,Persuasion games with higher-order uncertainty.,,,db/journals/jet/jet110.html#Koessler03,110,2003.0
31082,Ce Liu|Christopher P. Chambers|Seung-Keun Martinez,,,,,,,,,,,https://doi.org/10.1016/j.jet.2016.03.002,,,J. Econ. Theory,journals/jet/ChambersLM16,2020-02-24,,,,,775-785,,,,,A test for risk-averse expected utility.,,,db/journals/jet/jet163.html#ChambersLM16,163,2016.0
31083,Marco Mariotti|Michael Mandler|Paola Manzini,,0000-0001-5474-0512|0000-0002-5308-5154,,,,,,,,,https://doi.org/10.1016/j.jet.2011.11.012,,,J. Econ. Theory,journals/jet/MandlerMM12,2020-02-24,,,,1,71-92,,,,,A million answers to twenty questions: Choosing by checklist.,,,db/journals/jet/jet147.html#MandlerMM12,147,2012.0
31084,Daisuke Nakajima|Erkut Y. Ozbay|Juan Sebastián Lleras|Yusufcan Masatlioglu,,0000-0003-1584-1729,,,,,,,,,https://doi.org/10.1016/j.jet.2017.04.004,,,J. Econ. Theory,journals/jet/LlerasMNO17,2020-02-24,,,,,70-85,,,,,When more is less: Limited consideration.,,,db/journals/jet/jet170.html#LlerasMNO17,170,2017.0
31085,Erik J. Balder,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2849,,,J. Econ. Theory,journals/jet/Balder02,2020-02-24,,,,2,437-470,,,,,A Unifying Pair of Cournot-Nash Equilibrium Existence Results.,,,db/journals/jet/jet102.html#Balder02,102,2002.0
31086,Klaus Wälde,,0000-0001-5717-0383,,,,,,,,,https://doi.org/10.1016/j.jet.2004.07.005,,,J. Econ. Theory,journals/jet/Walde08,2020-10-26,,,,1,e5-e9,,,,,"Corrigendum to ""Optimal saving under Poisson uncertainty"" [J. Econ. Theory 87 (1999) 194-217].",,,db/journals/jet/jet140.html#Walde08,140,2008.0
31087,Markus Sihvonen,,,,,,,,,,,https://doi.org/10.1016/j.jet.2019.04.005,,,J. Econ. Theory,journals/jet/Sihvonen19,2020-02-24,,,,,143-160,,,,,Market selection with idiosyncratic uncertainty.,,,db/journals/jet/jet182.html#Sihvonen19,182,2019.0
31088,Benny Moldovanu|Karsten Fieseler|Thomas Kittsteiner,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00109-1,,,J. Econ. Theory,journals/jet/FieselerKM03,2020-02-24,,,,2,223-234,,,,,"Partnerships, lemons, and efficient trade.",,,db/journals/jet/jet113.html#FieselerKM03,113,2003.0
31089,Monisankar Bishnu,,0000-0003-2034-8066,,,,,,,,,https://doi.org/10.1016/j.jet.2012.08.006,,,J. Econ. Theory,journals/jet/Bishnu13,2020-10-26,,,,2,720-742,,,,,Linking consumption externalities with optimal accumulation of human and physical capital and intergenerational transfers.,,,db/journals/jet/jet148.html#Bishnu13,148,2013.0
31090,Dino Gerardi,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00124-8,,,J. Econ. Theory,journals/jet/Gerardi04,2020-02-24,,,,1,104-131,,,,,Unmediated communication in games with complete and incomplete information.,,,db/journals/jet/jet114.html#Gerardi04,114,2004.0
31091,Péter Eso,,,,,,,,,,,https://doi.org/10.1016/j.jet.2004.06.005,,,J. Econ. Theory,journals/jet/Eso05,2020-02-24,,,,1,78-89,,,,,An optimal auction with correlated values and risk aversion.,,,db/journals/jet/jet125.html#Eso05,125,2005.0
31092,Pierre Fleckinger,,,,,,,,,,,https://doi.org/10.1016/j.jet.2011.11.016,,,J. Econ. Theory,journals/jet/Fleckinger12,2020-02-24,,,,1,93-117,,,,,Correlation and relative performance evaluation.,,,db/journals/jet/jet147.html#Fleckinger12,147,2012.0
31093,Takuro Yamashita,,,,,,,,,,,https://doi.org/10.1016/j.jet.2015.06.005,,,J. Econ. Theory,journals/jet/Yamashita15,2020-02-24,,,,,267-279,,,,,Strategic and structural uncertainty in robust implementation.,,,db/journals/jet/jet159.html#Yamashita15,159,2015.0
31094,Charalambos D. Aliprantis|Nicholas C. Yannelis|Rabee Tourky,,,,,,,,,,,https://doi.org/10.1006/jeth.1999.2622,,,J. Econ. Theory,journals/jet/AliprantisTY00,2020-02-24,,,,1,96-121,,,,,Cone Conditions in General Equilibrium Theory.,,,db/journals/jet/jet92.html#AliprantisTY00,92,2000.0
31095,Davide Dottori|Fernanda Estevan|I-Ling Shen,,,,,,,,,,,https://doi.org/10.1016/j.jet.2013.07.003,,,J. Econ. Theory,journals/jet/DottoriES13,2020-02-24,,,,5,2124-2149,,,,,Reshaping the schooling system: The role of immigration.,,,db/journals/jet/jet148.html#DottoriES13,148,2013.0
31096,Pablo F. Beker,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00126-1,,,J. Econ. Theory,journals/jet/Beker04,2020-02-24,,,,2,329-344,,,,,Are inefficient entrepreneurs driven out of the market?,,,db/journals/jet/jet114.html#Beker04,114,2004.0
31097,Craig Burnside|Martin Eichenbaum|Sergio Rebelo,,0000-0001-9843-6053,,,,,,,,,https://doi.org/10.1016/j.jet.2003.06.002|https://www.wikidata.org/entity/Q63866294,,,J. Econ. Theory,journals/jet/BurnsideER04,2020-10-26,,,,1,31-63,,,,,Government guarantees and self-fulfilling speculative attacks.,,,db/journals/jet/jet119.html#BurnsideER04,119,2004.0
31098,Elchanan Ben-Porath,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(02)00011-X,,,J. Econ. Theory,journals/jet/Ben-Porath03,2020-02-24,,,,1,45-71,,,,,Cheap talk in games with incomplete information.,,,db/journals/jet/jet108.html#Ben-Porath03,108,2003.0
31099,Georg Nöldeke|George J. Mailath,,0000-0001-6651-9890,,,,,,,,,https://doi.org/10.1016/j.jet.2007.08.001,,,J. Econ. Theory,journals/jet/MailathN08,2020-02-24,,,,1,97-125,,,,,Does competitive pricing cause market breakdown under extreme adverse selection?,,,db/journals/jet/jet140.html#MailathN08,140,2008.0
31100,Alberto Trejos|Kenneth Burdett|Randall Wright,,,,,,,,,,,https://doi.org/10.1016/j.jet.2017.09.006,,,J. Econ. Theory,journals/jet/BurdettTW17,2020-02-24,,,,,423-450,,,,,A new suggestion for simplifying the theory of money.,,,db/journals/jet/jet172.html#BurdettTW17,172,2017.0
31101,Gary D. Hansen|Selahattin Imrohoroglu,,,,,,,,,,,https://doi.org/10.1016/j.jet.2008.08.009,,,J. Econ. Theory,journals/jet/HansenI09,2020-02-24,,,,6,2293-2309,,,,,Business cycle fluctuations and the life cycle: How important is on-the-job skill accumulation?,,,db/journals/jet/jet144.html#HansenI09,144,2009.0
31102,Klaus Nehring,,,,,,,,,,,https://doi.org/10.1016/j.jet.2003.12.009,,,J. Econ. Theory,journals/jet/Nehring04,2020-02-24,,,,2,247-270,,,,,The veil of public ignorance.,,,db/journals/jet/jet119.html#Nehring04,119,2004.0
31103,Neil Wallace|Tao Zhu,,,,,,,,,,,https://doi.org/10.1016/j.jet.2003.07.007,,,J. Econ. Theory,journals/jet/WallaceZ04,2020-02-24,,,,2,246-258,,,,,A commodity-money refinement in matching models.,,,db/journals/jet/jet117.html#WallaceZ04,117,2004.0
31104,Tayfun Sönmez|Yan Chen 0014,,,,,,,,,,,https://doi.org/10.1016/j.jet.2010.10.001,,,J. Econ. Theory,journals/jet/ChenS11,2020-02-24,,,,1,397-399,,,,,"Corrigendum to ""School choice: An experimental study"" [J. Econ. Theory 127 (1) (2006) 202-231].",,,db/journals/jet/jet146.html#ChenS11,146,2011.0
31105,Alan Moreira,,,,,,,,,,,https://doi.org/10.1016/j.jet.2019.07.010,,,J. Econ. Theory,journals/jet/Moreira19,2020-02-24,,,,,907-951,,,,,Capital immobility and the reach for yield.,,,db/journals/jet/jet183.html#Moreira19,183,2019.0
31106,Marilda Sotomayor,,,,,,,,,,,https://doi.org/10.1016/j.jet.2006.02.005,,,J. Econ. Theory,journals/jet/Sotomayor07,2020-02-24,,,,1,155-174,,,,,Connecting the cooperative and competitive structures of the multiple-partners assignment game.,,,db/journals/jet/jet134.html#Sotomayor07,134,2007.0
31107,Enrico Minelli|Françoise Forges,,0000-0002-4538-2044,,,,,,,,,https://doi.org/10.1016/j.jet.2013.11.005,,,J. Econ. Theory,journals/jet/ForgesM14,2020-02-24,,,,,605-606,,,,,"Corrigendum to ""Self-fulfilling mechanisms and rational expectations"" [J. Econ. Theory 75 (1997) 388-406].",,,db/journals/jet/jet151.html#ForgesM14,151,2014.0
31108,Michael McBride,,,,,,,,,,,https://doi.org/10.1016/j.jet.2004.10.003,,,J. Econ. Theory,journals/jet/McBride06,2020-02-24,,,,1,97-119,,,,,Imperfect monitoring in communication networks.,,,db/journals/jet/jet126.html#McBride06,126,2006.0
31109,Konrad Podczeck|Nicholas C. Yannelis,,0000-0003-2734-2206,,,,,,,,,https://doi.org/10.1016/j.jet.2007.09.011,,,J. Econ. Theory,journals/jet/PodczeckY08,2020-02-24,,,,1,152-183,,,,,Equilibrium theory with asymmetric information and with infinitely many commodities.,,,db/journals/jet/jet141.html#PodczeckY08,141,2008.0
31110,Brice Magdalou|Richard Nock,,,,,,,,,,,https://doi.org/10.1016/j.jet.2011.06.017,,,J. Econ. Theory,journals/jet/MagdalouN11,2020-02-24,,,,6,2440-2454,,,,,Income distributions and decomposable divergence measures.,,,db/journals/jet/jet146.html#MagdalouN11,146,2011.0
31111,Alain Chateauneuf|Pierre-Henry Wilthien|Thibault Gajdos,,,,,,,,,,,https://doi.org/10.1006/jeth.2000.2786,,,J. Econ. Theory,journals/jet/ChateauneufGW02,2020-02-24,,,,2,311-333,,,,,The Principle of Strong Diminishing Transfer.,,,db/journals/jet/jet103.html#ChateauneufGW02,103,2002.0
31112,Attila Ambrus,,,,,,,,,,,https://doi.org/10.1016/j.jet.2007.03.010,,,J. Econ. Theory,journals/jet/Ambrus09,2020-02-24,,,,2,676-695,,,,,Theories of coalitional rationality.,,,db/journals/jet/jet144.html#Ambrus09,144,2009.0
31113,Gastón Llanes|Juan F. Escobar,,0000-0002-6687-0864,,,,,,,,,https://doi.org/10.1016/j.jet.2018.04.004,,,J. Econ. Theory,journals/jet/EscobarL18,2020-02-24,,,,,408-443,,,,,Cooperation dynamics in repeated games of adverse selection.,,,db/journals/jet/jet176.html#EscobarL18,176,2018.0
31114,Ichiro Obara|V. Bhaskar,,0000-0001-7129-6679,,,,,,,,,https://doi.org/10.1006/jeth.2001.2878,,,J. Econ. Theory,journals/jet/BhaskarO02,2020-02-24,,,,1,40-69,,,,,Belief-Based Equilibria in the Repeated Prisoners' Dilemma with Private Monitoring.,,,db/journals/jet/jet102.html#BhaskarO02,102,2002.0
31115,Jörgen W. Weibull|Maria Saez-Marti,,,,,,,,,,,https://doi.org/10.1016/j.jet.2004.06.003,,,J. Econ. Theory,journals/jet/Saez-MartiW05,2020-02-24,,,,2,254-266,,,,,Discounting and altruism to future decision-makers.,,,db/journals/jet/jet122.html#Saez-MartiW05,122,2005.0
31116,Claus Munk|Kasper Larsen|Peter Ove Christensen,,0000-0003-0823-578X,,,,,,,,,https://doi.org/10.1016/j.jet.2012.01.007,,,J. Econ. Theory,journals/jet/ChristensenLM12,2020-02-24,,,,3,1035-1063,,,,,Equilibrium in securities markets with heterogeneous investors and unspanned income risk.,,,db/journals/jet/jet147.html#ChristensenLM12,147,2012.0
31117,François Maniquet,,,,,,,,,,,https://doi.org/10.1016/j.jet.2008.02.003,,,J. Econ. Theory,journals/jet/Maniquet08,2020-02-24,,,,1,199-215,,,,,Social orderings for the assignment of indivisible objects.,,,db/journals/jet/jet143.html#Maniquet08,143,2008.0
31118,Rene Saran,,,,,,,,,,,https://doi.org/10.1016/j.jet.2016.06.002,,,J. Econ. Theory,journals/jet/Saran16,2020-02-24,,,,,517-564,,,,,Bounded depths of rationality and implementation with complete information.,,,db/journals/jet/jet165.html#Saran16,165,2016.0
31119,Hector Chade|Jeroen M. Swinkels,,,,,,,,,,,https://doi.org/10.1016/j.jet.2020.105032,,,J. Econ. Theory,journals/jet/ChadeS20,2020-05-04,,,,,105032,,,,,The moral hazard problem with high stakes.,,,db/journals/jet/jet187.html#ChadeS20,187,2020.0
31120,Larry G. Epstein|Massimo Marinacci,,0000-0002-0079-4176,,,,,,,,,https://doi.org/10.1016/j.jet.2006.12.004,,,J. Econ. Theory,journals/jet/EpsteinM07,2020-02-24,,,,1,716-720,,,,,Mutual absolute continuity of multiple priors.,,,db/journals/jet/jet137.html#EpsteinM07,137,2007.0
31121,Pawel Dziewulski,,0000-0001-7605-7298,,,,,,,,,https://doi.org/10.1016/j.jet.2020.105071,,,J. Econ. Theory,journals/jet/Dziewulski20,2020-07-15,,,,,105071,,,,,Just-noticeable difference as a behavioural foundation of the critical cost-efficiency index.,,,db/journals/jet/jet188.html#Dziewulski20,188,2020.0
31122,Filippo L. Calciano|Gaetano Bloise,,0000-0002-4388-3937,,,,,,,,,https://doi.org/10.1016/j.jet.2008.01.002,,,J. Econ. Theory,journals/jet/BloiseC08,2020-02-24,,,,1,442-468,,,,,A characterization of inefficiency in stochastic overlapping generations economies.,,,db/journals/jet/jet143.html#BloiseC08,143,2008.0
31123,Arkadii Slinko|Piotr Faliszewski|Piotr Skowron 0001,,,,,,,,,,,https://doi.org/10.1016/j.jet.2018.12.011,,,J. Econ. Theory,journals/jet/SkowronFS19,2020-10-09,,,,,244-273,,,,,Axiomatic characterization of committee scoring rules.,,,db/journals/jet/jet180.html#SkowronFS19,180,2019.0
31124,Aradhna Krishna|Yu Wang,,,,,,,,,,,https://doi.org/10.1016/j.jet.2005.07.002,,,J. Econ. Theory,journals/jet/KrishnaW07,2020-02-24,,,,1,539-547,,,,,The relationship between top trading cycles mechanism and top trading cycles and chains mechanism.,,,db/journals/jet/jet132.html#KrishnaW07,132,2007.0
31125,Santanu Roy|Takashi Kamihigashi,,,,,,,,,,,https://doi.org/10.1016/j.jet.2005.06.007,,,J. Econ. Theory,journals/jet/KamihigashiR07,2020-02-24,,,,1,435-460,,,,,"A nonsmooth, nonconvex model of optimal growth.",,,db/journals/jet/jet132.html#KamihigashiR07,132,2007.0
31126,Christian Kellner|Mark Thordal-Le Quement,,0000-0003-3855-5418,,,,,,,,,https://doi.org/10.1016/j.jet.2017.10.007,,,J. Econ. Theory,journals/jet/KellnerQ18,2020-02-24,,,,,1-17,,,,,Endogenous ambiguity in cheap talk.,,,db/journals/jet/jet173.html#KellnerQ18,173,2018.0
31127,Athanasios Geromichalos|Lucas Herrenbrueck,,0000-0001-8039-5011,,,,,,,,,https://doi.org/10.1016/j.jet.2016.12.009,,,J. Econ. Theory,journals/jet/HerrenbrueckG17,2020-02-24,,,,,252-260,,,,,A tractable model of indirect asset liquidity.,,,db/journals/jet/jet168.html#HerrenbrueckG17,168,2017.0
31128,Jacob K. Goeree|Luke Lindsay,,0000-0002-7454-5500,,,,,,,,,https://doi.org/10.1016/j.jet.2016.04.004|https://www.wikidata.org/entity/Q57937043,,,J. Econ. Theory,journals/jet/GoereeL16,2020-02-24,,,,,37-68,,,,,Market design and the stability of general equilibrium.,,,db/journals/jet/jet165.html#GoereeL16,165,2016.0
31129,Subir Chattopadhyay,,,,,,,,,,,https://doi.org/10.1016/j.jet.2007.03.002,,,J. Econ. Theory,journals/jet/Chattopadhyay08,2020-02-24,,,,1,335-352,,,,,"The Cass criterion, the net dividend criterion, and optimality.",,,db/journals/jet/jet139.html#Chattopadhyay08,139,2008.0
31130,Arunava Sen|Eve Ramaekers|Nozomu Muto|Saptarshi Mukherjee,,0000-0002-1796-2623,,,,,,,,,https://doi.org/10.1016/j.jet.2018.12.010,,,J. Econ. Theory,journals/jet/MukherjeeMRS19,2020-02-24,,,,,229-243,,,,,Implementation in undominated strategies by bounded mechanisms: The Pareto correspondence and a generalization.,,,db/journals/jet/jet180.html#MukherjeeMRS19,180,2019.0
31131,Erik J. Balder,,,,,,,,,,,https://doi.org/10.1006/jeth.2000.2646,,,J. Econ. Theory,journals/jet/Balder00,2020-02-24,,,,1,110-117,,,,,Incompatibility of Usual Conditions for Equilibrium Existence in Continuum Economies without Ordered Preferences.,,,db/journals/jet/jet93.html#Balder00,93,2000.0
31132,Ángel Hernando-Veciana,,0000-0002-5484-5733,,,,,,,,,https://doi.org/10.1016/j.jet.2004.03.001,,,J. Econ. Theory,journals/jet/Hernando-Veciana05,2020-02-24,,,,1,107-127,,,,,Competition among auctioneers in large markets.,,,db/journals/jet/jet121.html#Hernando-Veciana05,121,2005.0
31133,Andrew McLennan|Hülya Eraslan,,,,,,,,,,,https://doi.org/10.1016/j.jet.2003.09.005,,,J. Econ. Theory,journals/jet/EraslanM04,2020-02-24,,,,1,29-54,,,,,Strategic candidacy for multivalued voting procedures.,,,db/journals/jet/jet117.html#EraslanM04,117,2004.0
31134,Sérgio O. Parreiras,,,,,,,,,,,https://doi.org/10.1016/j.jet.2004.06.006,,,J. Econ. Theory,journals/jet/Parreiras05,2020-02-24,,,,2,210-217,,,,,"Correlated information, mechanism design and informational rents.",,,db/journals/jet/jet123.html#Parreiras05,123,2005.0
31135,Antonio Merlo|Hülya Eraslan,,0000-0002-4047-5604,,,,,,,,,https://doi.org/10.1006/jeth.2001.2811|https://www.wikidata.org/entity/Q60501413,,,J. Econ. Theory,journals/jet/EraslanM02,2020-02-24,,,,1,31-48,,,,,Majority Rule in a Stochastic Model of Bargaining.,,,db/journals/jet/jet103.html#EraslanM02,103,2002.0
31136,Akira Okada,,,,,,,,,,,https://doi.org/10.1016/j.jet.2016.02.002,,,J. Econ. Theory,journals/jet/Okada16,2020-02-24,,,,,318-341,,,,,A non-cooperative bargaining theory with incomplete information: Verifiable types.,,,db/journals/jet/jet163.html#Okada16,163,2016.0
31137,Marco Mariotti|Paola Manzini,,0000-0001-5474-0512|0000-0002-5308-5154,,,,,,,,,https://doi.org/10.1006/jeth.2001.2959,,,J. Econ. Theory,journals/jet/ManziniM02,2020-02-24,,,,2,490-499,,,,,The Effect of Disagreement on Noncooperative Bargaining.,,,db/journals/jet/jet107.html#ManziniM02,107,2002.0
31138,Rachel Kranton|Yann Bramoullé,,,,,,,,,,,https://doi.org/10.1016/j.jet.2006.06.006,,,J. Econ. Theory,journals/jet/BramoulleK07,2020-02-24,,,,1,478-494,,,,,Public goods in networks.,,,db/journals/jet/jet135.html#BramoulleK07,135,2007.0
31139,Michele Piccione,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2819,,,J. Econ. Theory,journals/jet/Piccione02,2020-02-24,,,,1,70-83,,,,,The Repeated Prisoner's Dilemma with Imperfect Private Monitoring.,,,db/journals/jet/jet102.html#Piccione02,102,2002.0
31140,Bertrand Wigniolle|Philippe Michel,,0000-0001-9100-8208,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00063-2,,,J. Econ. Theory,journals/jet/MichelW03,2020-02-24,,,,1,173-183,,,,,Temporary bubbles.,,,db/journals/jet/jet112.html#MichelW03,112,2003.0
31141,Avinash Dixit|John Londregan,,,,,,,,,,,https://doi.org/10.1006/jeth.2000.2684,,,J. Econ. Theory,journals/jet/DixitL00,2020-02-24,,,,1,80-105,,,,,Political Power and the Credibility of Government Debt.,,,db/journals/jet/jet94.html#DixitL00,94,2000.0
31142,Eric T. Anderson|Nanda Kumar|Surendra Rajiv,,,,,,,,,,,https://doi.org/10.1016/j.jet.2003.08.006,,,J. Econ. Theory,journals/jet/AndersonKR04,2020-02-24,,,,1,177-186,,,,,"A comment on: ""Revisiting dynamic duopoly with consumer switching costs"".",,,db/journals/jet/jet116.html#AndersonKR04,116,2004.0
31143,Ricardo Serrano-Padial,,,,,,,,,,,https://doi.org/10.1016/j.jet.2012.05.020,,,J. Econ. Theory,journals/jet/Serrano-Padial12,2020-02-24,,,,5,1882-1912,,,,,Naive traders and mispricing in prediction markets.,,,db/journals/jet/jet147.html#Serrano-Padial12,147,2012.0
31144,Bart J. Wilson|Stanley S. Reynolds,,0000-0001-5770-0102,,,,,,,,,https://doi.org/10.1006/jeth.1999.2624,,,J. Econ. Theory,journals/jet/ReynoldsW00,2020-02-24,,,,1,122-141,,,,,"Bertrand-Edgeworth Competition, Demand Uncertainty, and Asymmetric Outcomes.",,,db/journals/jet/jet92.html#ReynoldsW00,92,2000.0
31145,Francisco J. Buera|Joseph P. Kaboski,,,,,,,,,,,https://doi.org/10.1016/j.jet.2010.11.007,,,J. Econ. Theory,journals/jet/BueraK12,2020-02-24,,,,2,684-712,,,,,Scale and the origins of structural change.,,,db/journals/jet/jet147.html#BueraK12,147,2012.0
31146,Manuel Mueller-Frank,,,,,,,,,,,https://doi.org/10.1016/j.jet.2014.09.005,,,J. Econ. Theory,journals/jet/Mueller-Frank14,2020-02-24,,,,,423-452,,,,,Does one Bayesian make a difference?,,,db/journals/jet/jet154.html#Mueller-Frank14,154,2014.0
31147,Aleksander Berentsen|Christopher Waller|David Andolfatto,,0000-0003-0703-3967|0000-0003-2406-9910,,,,,,,,,https://doi.org/10.1016/j.jet.2013.02.003,,,J. Econ. Theory,journals/jet/AndolfattoBW14,2020-02-24,,,,,128-152,,,,,Optimal disclosure policy and undue diligence.,,,db/journals/jet/jet149.html#AndolfattoBW14,149,2014.0
31148,Chris C. Wallace|David P. Myatt,,,,,,,,,,,https://doi.org/10.1016/j.jet.2019.05.002,,,J. Econ. Theory,journals/jet/MyattW19,2020-02-24,,,,,360-401,,,,,Information acquisition and use by networked players.,,,db/journals/jet/jet182.html#MyattW19,182,2019.0
31149,Edward Simpson Prescott|Robert M. Townsend,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2874,,,J. Econ. Theory,journals/jet/PrescottT02,2020-02-24,,,,2,282-310,,,,,"Collective Organizations versus Relative Performance Contracts: Inequality, Risk Sharing, and Moral Hazard.",,,db/journals/jet/jet103.html#PrescottT02,103,2002.0
31150,Adib Bagh,,,,,,,,,,,https://doi.org/10.1016/j.jet.2010.01.009,,,J. Econ. Theory,journals/jet/Bagh10,2020-02-24,,,,3,1244-1268,,,,,Variational convergence: Approximation and existence of equilibria in discontinuous games.,,,db/journals/jet/jet145.html#Bagh10,145,2010.0
31151,Edouard Challe,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00253-9,,,J. Econ. Theory,journals/jet/Challe04,2020-02-24,,,,1,182-190,,,,,Sunspots and predictable asset returns.,,,db/journals/jet/jet115.html#Challe04,115,2004.0
31152,Eric R. Young|Yulei Luo,,0000-0001-9467-4097,,,,,,,,,https://doi.org/10.1016/j.jet.2016.01.003,,,J. Econ. Theory,journals/jet/LuoY16,2020-02-24,,,,,1-41,,,,,"Induced uncertainty, market price of risk, and the dynamics of consumption and wealth.",,,db/journals/jet/jet163.html#LuoY16,163,2016.0
31153,Enrique Kawamura,,,,,,,,,,,https://doi.org/10.1016/j.jet.2004.03.005,,,J. Econ. Theory,journals/jet/Kawamura05,2020-02-24,,,,2,167-191,,,,,Competitive equilibrium with unawareness in economies with production.,,,db/journals/jet/jet121.html#Kawamura05,121,2005.0
31154,Moshe Levy,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00024-3,,,J. Econ. Theory,journals/jet/Levy03,2020-02-24,,,,1,42-64,,,,,Are rich people smarter?,,,db/journals/jet/jet110.html#Levy03,110,2003.0
31155,Fuhito Kojima,,0000-0002-1154-2652,,,,,,,,,https://doi.org/10.1016/j.jet.2005.01.006,,,J. Econ. Theory,journals/jet/Kojima06,2020-03-27,,,,1,255-273,,,,,Risk-dominance and perfect foresight dynamics in N-player games.,,,db/journals/jet/jet128.html#Kojima06,128,2006.0
31156,Ken Burdett|Melvyn Coles,,,,,,,,,,,https://doi.org/10.1016/j.jet.2010.02.002,,,J. Econ. Theory,journals/jet/BurdettC10,2020-02-24,,,,4,1408-1435,,,,,Wage/tenure contracts with heterogeneous firms.,,,db/journals/jet/jet145.html#BurdettC10,145,2010.0
31157,Ehud Lehrer|Galit Ashkenazi-Golan,,,,,,,,,,,https://doi.org/10.1016/j.jet.2019.02.007,,,J. Econ. Theory,journals/jet/Ashkenazi-Golan19,2020-02-24,,,,,197-237,,,,,What you get is what you see: Cooperation in repeated games with observable payoffs.,,,db/journals/jet/jet181.html#Ashkenazi-Golan19,181,2019.0
31158,Eric van Damme|V. Bhaskar,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2861,,,J. Econ. Theory,journals/jet/BhaskarD02,2020-02-24,,,,1,16-39,,,,,Moral Hazard and Private Monitoring.,,,db/journals/jet/jet102.html#BhaskarD02,102,2002.0
31159,David Kelsey|Gleb A. Koshevoy|Jürgen Eichberger|Simon Grant,,0000-0002-8368-7818,,,,,,,,,https://doi.org/10.1016/j.jet.2011.03.019|https://www.wikidata.org/entity/Q57937031,,,J. Econ. Theory,journals/jet/EichbergerGKK11,2020-02-24,,,,4,1684-1698,,,,,The α-MEU model: A comment.,,,db/journals/jet/jet146.html#EichbergerGKK11,146,2011.0
31160,Jan Werner|Tomasz Strzalecki,,,,,,,,,,,https://doi.org/10.1016/j.jet.2011.04.002,,,J. Econ. Theory,journals/jet/StrzaleckiW11,2020-02-24,,,,3,1173-1194,,,,,Efficient allocations under ambiguity.,,,db/journals/jet/jet146.html#StrzaleckiW11,146,2011.0
