id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-type,number,pages,publisher,publtype,sub,sup,title,title-bibtex,tt,url,volume,year
37022,Joshua Pulsipher|Victor M. Zavala,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2018.09.005|https://www.wikidata.org/entity/Q56972004,,,Comput. Chem. Eng.,journals/cce/PulsipherZ18,2020-05-18,,,,,302-308,,,,,A mixed-integer conic programming formulation for computing the flexibility index under multivariate gaussian uncertainty.,,,db/journals/cce/cce119.html#PulsipherZ18,119,2018.0
37023,Gürkan Sin|John M. Woodley|Krist V. Gernaey|Merlin Alvarado-Morales|Mohd Kamaruddin Abd Hamid|Rafiqul Gani,,0000-0001-6272-5224|0000-0002-0364-1773|0000-0002-6719-9283|0000-0002-7976-2483|0000-0003-0513-4502|0000-0003-3689-4563,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2010.07.003|https://www.wikidata.org/entity/Q61780510,,,Comput. Chem. Eng.,journals/cce/Alvarado-MoralesHSGWG10,2020-05-18,,,,12,2043-2061,,,,,A model-based methodology for simultaneous design and control of a bioethanol production process.,,,db/journals/cce/cce34.html#Alvarado-MoralesHSGWG10,34,2010.0
37024,Qingqing Xu|Stevan Dubljevic,,0000-0002-1889-1599,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2017.02.023,,,Comput. Chem. Eng.,journals/cce/XuD17,2020-05-18,,,,,59-72,,,,,Model predictive control of solar thermal system with borehole seasonal storage.,,,db/journals/cce/cce101.html#XuD17,101,2017.0
37025,Claudio Augusto Oller Nascimento|Evaristo Chalbaud Biscaia Jr.|Rita Maria Brito Alves,,0000-0002-1914-5133,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2010.08.001,,,Comput. Chem. Eng.,journals/cce/AlvesNB10,2020-05-18,,,,12,1907-1908,,,,,Preface.,,,db/journals/cce/cce34.html#AlvesNB10,34,2010.0
37026,Christodoulos A. Floudas|Peter M. Verderame,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2008.09.008,,,Comput. Chem. Eng.,journals/cce/VerderameF09,2020-05-18,,,,5,1036-1050,,,,,Operational planning framework for multisite production and distribution networks.,,,db/journals/cce/cce33.html#VerderameF09,33,2009.0
37027,Carlos A. Méndez|Mariana E. Cóccola|Rodolfo G. Dondo,,0000-0001-7580-3121,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2015.04.039,,,Comput. Chem. Eng.,journals/cce/CoccolaMD15,2020-10-26,,,,,15-29,,,,,A branch-and-price approach to evaluate the role of cross-docking operations in consolidated supply chains.,,,db/journals/cce/cce80.html#CoccolaMD15,80,2015.0
37028,Intan Hamdan|John M. Wassick|Jun Shi|Lorenz T. Biegler,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2016.08.002,,,Comput. Chem. Eng.,journals/cce/ShiBHW16,2020-05-18,,,,,260-279,,,,,Optimization of grade transitions in polyethylene solution polymerization process under uncertainty.,,,db/journals/cce/cce95.html#ShiBHW16,95,2016.0
37029,Francisco Trespalacios|Ignacio E. Grossmann,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2015.02.013,,,Comput. Chem. Eng.,journals/cce/TrespalaciosG15,2020-05-18,,,,,98-103,,,,,Improved Big-M reformulation for generalized disjunctive programs.,,,db/journals/cce/cce76.html#TrespalaciosG15,76,2015.0
37030,Chunyang Wei|M. Sam Mannan|William J. Rogers,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2006.05.009,,,Comput. Chem. Eng.,journals/cce/WeiRM07,2020-05-18,,,,3,121-126,,,,,Application of runaway reaction mechanism generation to predict and control reactive hazards.,,,db/journals/cce/cce31.html#WeiRM07,31,2007.0
37031,William L. Luyben,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2017.05.008,,,Comput. Chem. Eng.,journals/cce/Luyben17a,2020-05-18,,,,,17-22,,,,,Improving the conventional reactor/separation/recycle DME process.,,,db/journals/cce/cce106.html#Luyben17a,106,2017.0
37032,Christodoulos A. Floudas|Jeffrey P. Thompson|Ruth Misener,,0000-0001-5612-5417|0000-0003-3134-9451,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2011.01.026|https://www.wikidata.org/entity/Q62015649,,,Comput. Chem. Eng.,journals/cce/MisenerTF11,2020-05-18,,,,5,876-892,,,,,"APOGEE: Global optimization of standard, generalized, and extended pooling problems via linear and logarithmic partitioning schemes.",,,db/journals/cce/cce35.html#MisenerTF11,35,2011.0
37033,André Bardow|Wolfgang Marquardt,,0000-0002-3831-0691|0000-0002-4455-8378,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2004.02.003|https://www.wikidata.org/entity/Q59028636,,,Comput. Chem. Eng.,journals/cce/BardowM04,2020-05-18,,,,5,585-595,,,,,Identification of diffusive transport by means of an incremental approach.,,,db/journals/cce/cce28.html#BardowM04,28,2004.0
37034,Ali Elkamel|Francisco Vargas|Mohamed Elsholkami,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2016.03.028,,,Comput. Chem. Eng.,journals/cce/ElsholkamiEV16,2020-05-18,,,,,1-22,,,,,Optimized integration of renewable energy technologies into Alberta's oil sands industry.,,,db/journals/cce/cce90.html#ElsholkamiEV16,90,2016.0
37035,Julian Straus|Sigurd Skogestad,,0000-0001-6187-8261,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2018.08.031,,,Comput. Chem. Eng.,journals/cce/StrausS18,2020-05-18,,,,,143-151,,,,,Surrogate model generation using self-optimizing variables.,,,db/journals/cce/cce119.html#StrausS18,119,2018.0
37036,D. A. R. Zumoffen|Marta S. Basualdo,,0000-0001-5302-7985,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2009.11.001,,,Comput. Chem. Eng.,journals/cce/ZumoffenB10,2020-05-18,,,,5,643-655,,,,,Advanced control for fuel cells connected to a DC/DC converter and an electric motor.,,,db/journals/cce/cce34.html#ZumoffenB10,34,2010.0
37037,Yousef Bakhbakhi,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2008.12.013,,,Comput. Chem. Eng.,journals/cce/Bakhbakhi09,2020-05-18,,,,6,1132-1140,,,,,A discretized population balance for particle formation from gas antisolvent process: The combined Lax-Wendroff and Crank-Nicholson method.,,,db/journals/cce/cce33.html#Bakhbakhi09,33,2009.0
37038,Ignacio E. Grossmann|Lixin Tang|Shengnan Zhao,,0000-0001-5330-2369|0000-0002-7210-084X|0000-0002-9950-5169,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2017.12.018,,,Comput. Chem. Eng.,journals/cce/ZhaoGT18,2020-10-26,,,,,55-65,,,,,Integrated scheduling of rolling sector in steel production with consideration of energy consumption under time-of-use electricity prices.,,,db/journals/cce/cce111.html#ZhaoGT18,111,2018.0
37039,Björn Frahm|Dieter Eibl|Jan Müller|Johannes Möller|Kim B. Kuchemüller|Lukas Arndt|Ralf Pörtner|Regine Eibl|Tanja Hernández Rodríguez,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2019.106693,,,Comput. Chem. Eng.,journals/cce/MollerRMAKFEEP20,2020-03-10,,,,,106693,,,,,Model uncertainty-based evaluation of process strategies during scale-up of biopharmaceutical processes.,,,db/journals/cce/cce134.html#MollerRMAKFEEP20,134,2020.0
37040,Thomas E. Marlin|Xiang Li 0029,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2009.06.029,,,Comput. Chem. Eng.,journals/cce/LiM09,2020-06-17,,,,12,2134-2143,,,,,Robust supply chain performance via Model Predictive Control.,,,db/journals/cce/cce33.html#LiM09,33,2009.0
37041,Ahmed Aseeri|Miguel J. Bagajewicz,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2004.08.032,,,Comput. Chem. Eng.,journals/cce/AseeriB04,2020-05-18,,,,12,2791-2821,,,,,New measures and procedures to manage financial risk with applications to the planning of gas commercialization in Asia.,,,db/journals/cce/cce28.html#AseeriB04,28,2004.0
37042,Camilo Mejías|Elena Torfs|Ingmar Nopens|Julio Careaga|Peter A. Vanrolleghem|Raimund Bürger|Stefan Diehl,,0000-0001-9298-8981|0000-0002-5629-6950|0000-0002-8366-6902,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2016.04.037,,,Comput. Chem. Eng.,journals/cce/BurgerCDMNTV16,2020-10-26,,,,,216-229,,,,,Simulations of reactive settling of activated sludge with a reduced biokinetic model.,,,db/journals/cce/cce92.html#BurgerCDMNTV16,92,2016.0
37043,Malik Al-Ahmad|Wasif Mughees,,0000-0002-4683-5009,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2014.11.004,,,Comput. Chem. Eng.,journals/cce/MugheesA15,2020-05-18,,,,,34-42,,,,,Application of water pinch technology in minimization of water consumption at a refinery.,,,db/journals/cce/cce73.html#MugheesA15,73,2015.0
37044,Ian D. Gates|Milana Trifkovic|Sagar N. Purkayastha,,0000-0002-3954-2777,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2019.05.010,,,Comput. Chem. Eng.,journals/cce/PurkayasthaGT19,2020-10-26,,,,,77-87,,,,,Integrated optimal design and scheduling for a bitumen upgrader facility.,,,db/journals/cce/cce128.html#PurkayasthaGT19,128,2019.0
37045,Iman Izadi|Sandeep R. Kondaveeti|Sirish L. Shah|Tim Black|Tongwen Chen,,0000-0002-1699-7947,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2012.06.042,,,Comput. Chem. Eng.,journals/cce/KondaveetiISBC12,2020-05-18,,,,,39-47,,,,,Graphical tools for routine assessment of industrial alarm systems.,,,db/journals/cce/cce46.html#KondaveetiISBC12,46,2012.0
37046,D. A. Harney|N. L. Book|T. K. Mills,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2012.09.021,,,Comput. Chem. Eng.,journals/cce/HarneyMB13,2020-05-18,,,,,61-69,,,,,Numerical evaluation of the stability of stationary points of index-2 differential-algebraic equations: Applications to reactive flash and reactive distillation systems.,,,db/journals/cce/cce49.html#HarneyMB13,49,2013.0
37047,Haibo Zhang|Joshua Huff|Mohit Tawarmalani|Rakesh Agrawal 0002|Tony Joseph Mathew|Ulaganathan Nallasivam|Zheyu Jiang,,0000-0003-4747-0539,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2019.04.009,,,Comput. Chem. Eng.,journals/cce/JiangMZHNTA19,2020-05-18,,,,,249-262,,,,,Global optimization of multicomponent distillation configurations: Global minimization of total cost for multicomponent mixture separations.,,,db/journals/cce/cce126.html#JiangMZHNTA19,126,2019.0
37048,Andrej Szijjarto|Elisabet Capón-García|Konrad Hungerbühler|Matteo L. Abaecherli,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2017.03.023,,,Comput. Chem. Eng.,journals/cce/AbaecherliCSH17,2020-05-18,,,,,241-258,,,,,Optimized energy use through systematic short-term management of industrial waste incineration.,,,db/journals/cce/cce104.html#AbaecherliCSH17,104,2017.0
37049,Ignacio E. Grossmann|Jean André|Lauren Cook|Pablo A. Marchetti|Pierre-Marie Valton|Tejinder Pal Singh 0002|Tong Li|Vijay Gupta,,0000-0001-7790-1294,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2014.06.010,,,Comput. Chem. Eng.,journals/cce/MarchettiGGCVSLA14,2020-10-26,,,,,39-58,,,,,Simultaneous production and distribution of industrial gas supply-chains.,,,db/journals/cce/cce69.html#MarchettiGGCVSLA14,69,2014.0
37050,Jing Wei|Matthew J. Realff,,,,,,,,,,,https://doi.org/10.1016/S0098-1354(03)00194-7,,,Comput. Chem. Eng.,journals/cce/WeiR04,2020-05-18,,,,3,333-346,,,,,Sample average approximation methods for stochastic MINLPs.,,,db/journals/cce/cce28.html#WeiR04,28,2004.0
37051,Jie Zhang 0005|Zainal Ahmad,,0000-0002-9745-664X|0000-0003-4134-2173,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2005.09.010,,,Comput. Chem. Eng.,journals/cce/AhmadZ05,2020-05-18,,,,2,295-308,,,,,Combination of multiple neural networks using data fusion techniques for enhanced nonlinear process modelling.,,,db/journals/cce/cce30.html#AhmadZ05,30,2005.0
37052,Ignacio E. Grossmann|Rafiqul Gani|Venkat Venkatasubramanian,,0000-0002-6719-9283,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2007.10.020,,,Comput. Chem. Eng.,journals/cce/VenkatasubramanianGG08,2020-05-18,,,,4-5,631-632,,,,,Preface - Reklaitis 65th birthday special issue.,,,db/journals/cce/cce32.html#VenkatasubramanianGG08,32,2008.0
37053,Alex Kummer|Lajos Nagy|Tamás Varga,,0000-0002-4730-3784|0000-0002-6550-5101,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2019.106694,,,Comput. Chem. Eng.,journals/cce/KummerVN20,2020-09-05,,,,,106694,,,,,Semi-batch reactor control with NMPC avoiding thermal runaway.,,,db/journals/cce/cce134.html#KummerVN20,134,2020.0
37054,Botond Bertók|Ferenc Friedler|L. T. Fan|Shahram Shafie|Yu-Chuan Lin,,0000-0002-2229-6354,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2009.01.003,,,Comput. Chem. Eng.,journals/cce/LinFSBF09,2020-05-18,,,,6,1182-1186,,,,,Generation of light hydrocarbons through Fischer-Tropsch synthesis: Identification of potentially dominant catalytic pathways via the graph-theoretic method and energetic analysis.,,,db/journals/cce/cce33.html#LinFSBF09,33,2009.0
37055,Amiya K. Jana,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2016.04.010,,,Comput. Chem. Eng.,journals/cce/Jana16,2020-05-18,,,,,166-171,,,,,"Dynamic simulation, numerical control and analysis of a novel bottom flashing scheme in batch distillation.",,,db/journals/cce/cce89.html#Jana16,89,2016.0
37056,Ismail Fahmi|Selen Cremaschi,,0000-0002-9333-344X,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2012.06.006,,,Comput. Chem. Eng.,journals/cce/FahmiC12,2020-05-18,,,,,105-123,,,,,Process synthesis of biodiesel production plant using artificial neural networks as the surrogate models.,,,db/journals/cce/cce46.html#FahmiC12,46,2012.0
37057,A. Manipura|Elaine B. Martin|Gary A. Montague|I. Houson|P. N. Sharratt,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2013.03.032,,,Comput. Chem. Eng.,journals/cce/ManipuraMMSH13,2020-05-18,,,,,71-82,,,,,Risk-based decision making in early chemical process development of pharmaceutical and fine chemical industries.,,,db/journals/cce/cce55.html#ManipuraMMSH13,55,2013.0
37058,Michail Stamatakis,,0000-0001-8338-8706,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2013.02.006,,,Comput. Chem. Eng.,journals/cce/Stamatakis13,2020-05-18,,,,,25-34,,,,,Cell population balance and hybrid modeling of population dynamics for a single gene with feedback.,,,db/journals/cce/cce53.html#Stamatakis13,53,2013.0
37059,David Eversdyk|Gary E. Blau|Gintaras V. Reklaitis|Joseph F. Pekny|June Young Jung,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2004.06.006,,,Comput. Chem. Eng.,journals/cce/JungBPRE04,2020-05-18,,,,10,2087-2106,,,,,A simulation based optimization approach to supply chain management under demand uncertainty.,,,db/journals/cce/cce28.html#JungBPRE04,28,2004.0
37060,Mohammad Danish|Shashi Kumar|Surendra Kumar,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2011.08.008,,,Comput. Chem. Eng.,journals/cce/DanishKK12,2020-05-18,,,,,57-67,,,,,A note on the solution of singular boundary value problems arising in engineering and applied sciences: Use of OHAM.,,,db/journals/cce/cce36.html#DanishKK12,36,2012.0
37061,Angelo Lucia|Arthur S. Gow III,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2020.106742,,,Comput. Chem. Eng.,journals/cce/LuciaG20,2020-03-10,,,,,106742,,,,,Phase behavior of mixtures involving glassy materials.,,,db/journals/cce/cce135.html#LuciaG20,135,2020.0
37062,Gamze Bastürk|Hüseyin Yapici,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2004.03.008,,,Comput. Chem. Eng.,journals/cce/YapiciB04,2020-05-18,,,,11,2233-2244,,,,,CFD modeling of conjugate heat transfer and homogeneously mixing two different fluids in a stirred and heated hemispherical vessel.,,,db/journals/cce/cce28.html#YapiciB04,28,2004.0
37063,Aditya Bhan|Prodromos Daoutidis|Seongmin Heo|Udit Gupta,,0000-0002-3872-0316|0000-0003-4658-2141,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2016.09.011,,,Comput. Chem. Eng.,journals/cce/GuptaHBD16,2020-10-26,,,,,170-181,,,,,Time scale decomposition in complex reaction systems: A graph theoretic analysis.,,,db/journals/cce/cce95.html#GuptaHBD16,95,2016.0
37064,Boleslaw Tabis|Robert Grzywacz,,0000-0002-4324-8597|0000-0002-9703-501X,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2010.03.015,,,Comput. Chem. Eng.,journals/cce/TabisG11,2020-05-18,,,,2,212-219,,,,,Numerical and technological properties of bubble column bioreactors for aerobic processes.,,,db/journals/cce/cce35.html#TabisG11,35,2011.0
37065,S. Skouras|Sigurd Skogestad,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2004.01.004,,,Comput. Chem. Eng.,journals/cce/SkourasS04a,2020-05-18,,,,9,1689-1700,,,,,Time requirements for heteroazeotropic distillation in batch columns.,,,db/journals/cce/cce28.html#SkourasS04a,28,2004.0
37066,Jochen Steimel|Sebastian Engell,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2015.05.016,,,Comput. Chem. Eng.,journals/cce/SteimelE15,2020-05-18,,,,,200-217,,,,,Conceptual design and optimization of chemical processes under uncertainty by two-stage programming.,,,db/journals/cce/cce81.html#SteimelE15,81,2015.0
37067,Larry F. Stikeleather|Robert H. Natelson|Wei-Cheng Wang|William L. Roberts,,0000-0001-9430-0386,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2013.06.003|https://www.wikidata.org/entity/Q57425004,,,Comput. Chem. Eng.,journals/cce/WangNSR13,2020-05-18,,,,,144-155,,,,,Product sampling during transient continuous countercurrent hydrolysis of canola oil and development of a kinetic model.,,,db/journals/cce/cce58.html#WangNSR13,58,2013.0
37068,Chi-Wai Hui|Haruo Sakamoto|Kentaro Hirata|Kwok-Yuen Cheung|Lionel O'Young,,,,,,,,,,,https://doi.org/10.1016/S0098-1354(03)00176-5,,,Comput. Chem. Eng.,journals/cce/HirataSOCH04,2020-05-18,,,,1-2,139-148,,,,,Multi-site utility integration - an industrial case study.,,,db/journals/cce/cce28.html#HirataSOCH04,28,2004.0
37069,Gang Rong|Hao Zhao|Marianthi G. Ierapetritou|Nikisha K. Shah,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2016.11.020,,,Comput. Chem. Eng.,journals/cce/ZhaoISR17,2020-05-18,,,,,194-207,,,,,Integrated model of refining and petrochemical plant for enterprise-wide optimization.,,,db/journals/cce/cce97.html#ZhaoISR17,97,2017.0
37070,A. L. Ahmad|Abdul Rahman Mohamed|S. Bhatia|S. Y. Chin,,0000-0001-5959-741X|0000-0003-1612-3032,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2006.10.008|https://www.wikidata.org/entity/Q58497292,,,Comput. Chem. Eng.,journals/cce/BhatiaMAC07,2020-09-05,,,,10,1187-1198,,,,,Production of isopropyl palmitate in a catalytic distillation column: Comparison between experimental and simulation studies.,,,db/journals/cce/cce31.html#BhatiaMAC07,31,2007.0
37071,Catalina Valencia|Francesc Giralt|Gabriela Espinosa|Jaume Giralt,,0000-0001-5917-8741|0000-0002-7395-4580,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2006.10.002,,,Comput. Chem. Eng.,journals/cce/ValenciaEGG07,2020-10-26,,,,9,1131-1140,,,,,Optimization of invertase production in a fed-batch bioreactor using simulation based dynamic programming coupled with a neural classifier.,,,db/journals/cce/cce31.html#ValenciaEGG07,31,2007.0
37072,Dimitri J. Papageorgiou|Francisco Trespalacios|Ignacio E. Grossmann|Irene Lotero|Myun-Seok Cheon,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2015.12.017,,,Comput. Chem. Eng.,journals/cce/LoteroTGPC16,2020-05-18,,,,,13-35,,,,,An MILP-MINLP decomposition method for the global optimization of a source based model of the multiperiod blending problem.,,,db/journals/cce/cce87.html#LoteroTGPC16,87,2016.0
37073,Andrzej Górak|Andrzej Stankiewicz|Jacob A. Moulijn|Johan Grievink,,0000-0002-2410-8775,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2007.05.014,,,Comput. Chem. Eng.,journals/cce/MoulijnSGG08,2020-05-18,,,,1-2,3-11,,,,,Process intensification and process systems engineering: A friendly symbiosis.,,,db/journals/cce/cce32.html#MoulijnSGG08,32,2008.0
37074,Christos T. Maravelias|Lingxun Kong,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2019.106650,,,Comput. Chem. Eng.,journals/cce/KongM20,2020-05-18,,,,,,,,,,Expanding the scope of distillation network synthesis using superstructure-based methods.,,,db/journals/cce/cce133.html#KongM20,133,2020.0
37075,Andreas A. Linninger|Gerardo J. Ruiz-Mercado|Jeonghwa Moon|Libin Zhang|Seon B. Kim,,0000-0002-5313-5094,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2010.02.008,,,Comput. Chem. Eng.,journals/cce/RuizKMZL10,2020-05-18,,,,9,1556-1563,,,,,Design and optimization of energy efficient complex separation networks.,,,db/journals/cce/cce34.html#RuizKMZL10,34,2010.0
37076,Gabriela Corsano|Jorge M. Montagna|Nicolás Vanzetti,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2020.106817,,,Comput. Chem. Eng.,journals/cce/VanzettiCM20,2020-05-12,,,,,106817,,,,,Drying operation planning in a sawmill.,,,db/journals/cce/cce137.html#VanzettiCM20,137,2020.0
37077,Burcu Beykal|Christodoulos A. Floudas|Efstratios N. Pistikopoulos|Fani Boukouvala,,0000-0001-6220-818X|0000-0002-6967-6661,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2018.02.017|https://www.wikidata.org/entity/Q90464275,,,Comput. Chem. Eng.,journals/cce/BeykalBFP18,2020-09-05,,,,,488-502,,,,,Optimal design of energy systems using constrained grey-box multi-objective optimization.,,,db/journals/cce/cce116.html#BeykalBFP18,116,2018.0
37078,Joakim Westerlund|Pedro M. Castro|Sebastian Forssell,,0000-0002-4898-8922,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2008.10.004,,,Comput. Chem. Eng.,journals/cce/CastroWF09,2020-05-18,,,,1,347-358,,,,,Scheduling of a continuous plant with recycling of byproducts: A case study from a tissue paper mill.,,,db/journals/cce/cce33.html#CastroWF09,33,2009.0
37079,Thomas A. Adams II|Vida Meidanshahi,,0000-0002-9871-9851,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2016.03.022|https://www.wikidata.org/entity/Q57751244,,,Comput. Chem. Eng.,journals/cce/MeidanshahiA16,2020-05-18,,,,,172-183,,,,,Integrated design and control of semicontinuous distillation systems utilizing mixed integer dynamic optimization.,,,db/journals/cce/cce89.html#MeidanshahiA16,89,2016.0
37080,Ahmad M. Justanieah|Larry A. Taylor|Vasilios I. Manousiouthakis,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2003.12.005,,,Comput. Chem. Eng.,journals/cce/ManousiouthakisJT04,2020-05-18,,,,9,1563-1575,,,,,The Shrink-Wrap algorithm for the construction of the attainable region: an application of the IDEAS framework.,,,db/journals/cce/cce28.html#ManousiouthakisJT04,28,2004.0
37081,Ignacio E. Grossmann|J. Balasubramanian,,,,,,,,,,,https://doi.org/10.1016/S0098-1354(02)00221-1,,,Comput. Chem. Eng.,journals/cce/BalasubramanianG03,2020-05-18,,,,4,469-490,,,,,Scheduling optimization under uncertainty - an alternative approach.,,,db/journals/cce/cce27.html#BalasubramanianG03,27,2003.0
37082,Achim Kienle|Dennis Michaels|Jignesh Gangadwala|Matthias Jach|Robert Weismantel|Utz-Uwe Haus,,0000-0002-9011-0451,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2007.04.015,,,Comput. Chem. Eng.,journals/cce/GangadwalaHJKMW08,2020-10-26,,,,1-2,343-355,,,,,Global analysis of combined reaction distillation processes.,,,db/journals/cce/cce32.html#GangadwalaHJKMW08,32,2008.0
37083,Aydin Akgerman|Jianhua Wang|Rayford G. Anthony,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2005.06.003,,,Comput. Chem. Eng.,journals/cce/WangAA05,2020-05-18,,,,11-12,2474-2484,,,,,Mathematical simulations of the performance of trickle bed and slurry reactors for methanol synthesis.,,,db/journals/cce/cce29.html#WangAA05,29,2005.0
37084,Christodoulos A. Floudas|Josephine A. Elia|Richard C. Baliban,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2011.10.002,,,Comput. Chem. Eng.,journals/cce/BalibanEF12,2020-05-18,,,,,297-327,,,,,"Simultaneous process synthesis, heat, power, and water integration of thermochemical hybrid biomass, coal, and natural gas facilities.",,,db/journals/cce/cce37.html#BalibanEF12,37,2012.0
37085,Chaitanya Sampat|Rohit Ramachandran|Yukteshwar Baranwal,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2020.106935,,,Comput. Chem. Eng.,journals/cce/SampatBR20,2020-08-12,,,,,106935,,,,,Accelerating multi-dimensional population balance model simulations via a highly scalable framework using GPUs.,,,db/journals/cce/cce140.html#SampatBR20,140,2020.0
37086,Manabu Kano|Shinroku Matsuzaki|Xinmin Zhang,,0000-0002-2325-1043,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2018.10.022,,,Comput. Chem. Eng.,journals/cce/ZhangKM19,2020-05-18,,,,,442-449,,,,,Ensemble pattern trees for predicting hot metal temperature in blast furnace.,,,db/journals/cce/cce121.html#ZhangKM19,121,2019.0
37087,Alexander M. Niziolek|Christodoulos A. Floudas|Efstratios N. Pistikopoulos|Onur Onel|Yuhe Tian,,0000-0001-6220-818X,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2017.10.034,,,Comput. Chem. Eng.,journals/cce/NiziolekOTFP18,2020-09-05,,,,,468-487,,,,,Municipal solid waste to liquid transportation fuels - Part III: An optimization-based nationwide supply chain management framework.,,,db/journals/cce/cce116.html#NiziolekOTFP18,116,2018.0
37088,Jay H. Lee|Jong Min Lee 0002,,0000-0001-5395-0067,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2006.05.043|https://www.wikidata.org/entity/Q57442479,,,Comput. Chem. Eng.,journals/cce/LeeL06,2020-05-18,,,,10-12,1603-1618,,,,,Approximate dynamic programming based approach to process control and scheduling.,,,db/journals/cce/cce30.html#LeeL06,30,2006.0
37089,Amornchai Arpornwichanop|Mohamed Azlan Hussain|Paisan Kittisupakorn|Piyanuch Thitiyasook|Wachira Daosud,,0000-0001-8473-1529|0000-0001-9259-5010,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2005.06.007,,,Comput. Chem. Eng.,journals/cce/DaosudTAKH05,2020-10-26,,,,10,2110-2119,,,,,Neural network inverse model-based controller for the control of a steel pickling process.,,,db/journals/cce/cce29.html#DaosudTAKH05,29,2005.0
37090,C. Lacroix|J. Thibault|S. A. Jimenez-Marquez,,,,,,,,,,,https://doi.org/10.1016/S0098-1354(02)00263-6,,,Comput. Chem. Eng.,journals/cce/Jimenez-MarquezLT03,2020-05-18,,,,5,631-646,,,,,Impact of modeling parameters on the prediction of cheese moisture using neural networks.,,,db/journals/cce/cce27.html#Jimenez-MarquezLT03,27,2003.0
37091,Gang Rong|Ji-Dong Shao|Su-Yu Liu,,,,,,,,,,,https://doi.org/10.1016/j.compchemeng.2012.10.008,,,Comput. Chem. Eng.,journals/cce/RongLS13,2020-05-18,,,,,105-113,,,,,Fault diagnosis by Locality Preserving Discriminant Analysis and its kernel variation.,,,db/journals/cce/cce49.html#RongLS13,49,2013.0
